zip_x,2010 Census Population,20-29,30-39,40-49,50-59,60-69,70-79,>79
70654,155,11,10,11,11,7,4,3
70655,3002,207,195,213,204,141,81,56
70656,4023,278,261,286,274,189,109,74
70657,4315,298,280,306,293,203,117,80
70658,955,66,62,68,65,45,26,18
70659,1482,102,96,105,101,70,40,27
70660,2612,180,170,185,178,123,71,48
70661,2309,159,150,164,157,109,62,43
70662,411,28,27,29,28,19,11,8
70663,28150,1942,1830,1999,1914,1323,760,521
70665,10743,741,698,763,731,505,290,199
70668,6424,443,418,456,437,302,173,119
70669,10131,699,659,719,689,476,274,187
70706,20752,1432,1349,1473,1411,975,560,384
70710,3593,248,234,255,244,169,97,66
70711,5266,363,342,374,358,248,142,97
70712,479,33,31,34,33,23,13,9
70714,19803,1366,1287,1406,1347,931,535,366
70715,1433,99,93,102,97,67,39,27
70719,4460,308,290,317,303,210,120,83
70721,701,48,46,50,48,33,19,13
70722,5713,394,371,406,388,269,154,106
70723,1759,121,114,125,120,83,47,33
70725,1826,126,119,130,124,86,49,34
70726,50583,3490,3288,3591,3440,2377,1366,936
70729,1032,71,67,73,70,49,28,19
70730,3499,241,227,248,238,164,94,65
70732,1178,81,77,84,80,55,32,22
70733,1621,112,105,115,110,76,44,30
70734,7554,521,491,536,514,355,204,140
70736,518,36,34,37,35,24,14,10
70737,38643,2666,2512,2744,2628,1816,1043,715
70739,12486,862,812,887,849,587,337,231
70740,1305,90,85,93,89,61,35,24
70743,350,24,23,25,24,16,9,6
70744,6181,426,402,439,420,291,167,114
70747,180,12,12,13,12,8,5,3
70748,6657,459,433,473,453,313,180,123
70749,1554,107,101,110,106,73,42,29
70750,1951,135,127,139,133,92,53,36
70752,806,56,52,57,55,38,22,15
70753,870,60,57,62,59,41,23,16
70754,10170,702,661,722,692,478,275,188
70755,2186,151,142,155,149,103,59,40
70756,393,27,26,28,27,18,11,7
70757,3177,219,207,226,216,149,86,59
70759,1528,105,99,108,104,72,41,28
70760,6993,483,455,497,476,329,189,129
70761,897,62,58,64,61,42,24,17
70762,926,64,60,66,63,44,25,17
70763,3816,263,248,271,259,179,103,71
70764,17584,1213,1143,1248,1196,826,475,325
70767,14914,1029,969,1059,1014,701,403,276
70769,36084,2490,2345,2562,2454,1696,974,668
70770,2923,202,190,208,199,137,79,54
70772,784,54,51,56,53,37,21,15
70773,143,10,9,10,10,7,4,3
70774,10076,695,655,715,685,474,272,186
70775,14720,1016,957,1045,1001,692,397,272
70776,6043,417,393,429,411,284,163,112
70777,4269,295,277,303,290,201,115,79
70778,2291,158,149,163,156,108,62,42
70780,1015,70,66,72,69,48,27,19
70782,299,21,19,21,20,14,8,6
70783,2604,180,169,185,177,122,70,48
70785,20979,1448,1364,1490,1427,986,566,388
70787,127,9,8,9,9,6,3,2
70788,4051,280,263,288,275,190,109,75
70789,750,52,49,53,51,35,20,14
70791,24918,1719,1620,1769,1694,1171,673,461
70801,13,1,1,1,1,1,0,0
70802,27267,1881,1772,1936,1854,1282,736,504
70803,1335,92,87,95,91,63,36,25
70805,29909,2064,1944,2124,2034,1406,808,553
70806,28706,1981,1866,2038,1952,1349,775,531
70807,20377,1406,1325,1447,1386,958,550,377
70808,32504,2243,2113,2308,2210,1528,878,601
70809,25050,1728,1628,1779,1703,1177,676,463
70810,37980,2621,2469,2697,2583,1785,1025,703
70811,13676,944,889,971,930,643,369,253
70812,11206,773,728,796,762,527,303,207
70814,14514,1001,943,1030,987,682,392,269
70815,30075,2075,1955,2135,2045,1414,812,556
70816,43194,2980,2808,3067,2937,2030,1166,799
70817,31192,2152,2027,2215,2121,1466,842,577
70818,9649,666,627,685,656,454,261,179
70819,5040,348,328,358,343,237,136,93
70820,17222,1188,1119,1223,1171,809,465,319
70836,0,0,0,0,0,0,0,0
71001,4531,313,295,322,308,213,122,84
71003,989,68,64,70,67,46,27,18
71004,644,44,42,46,44,30,17,12
71006,12158,839,790,863,827,571,328,225
71007,1141,79,74,81,78,54,31,21
71008,739,51,48,52,50,35,20,14
71016,2070,143,135,147,141,97,56,38
71018,1622,112,105,115,110,76,44,30
71019,8555,590,556,607,582,402,231,158
71021,772,53,50,55,52,36,21,14
71023,3632,251,236,258,247,171,98,67
71024,1420,98,92,101,97,67,38,26
71027,1585,109,103,113,108,74,43,29
71028,1666,115,108,118,113,78,45,31
71029,219,15,14,16,15,10,6,4
71030,1537,106,100,109,105,72,41,28
71031,1064,73,69,76,72,50,29,20
71032,2164,149,141,154,147,102,58,40
71033,3510,242,228,249,239,165,95,65
71034,313,22,20,22,21,15,8,6
71037,19325,1333,1256,1372,1314,908,522,358
71038,4064,280,264,289,276,191,110,75
71039,1934,133,126,137,132,91,52,36
71040,10268,708,667,729,698,483,277,190
71043,546,38,35,39,37,26,15,10
71044,657,45,43,47,45,31,18,12
71045,663,46,43,47,45,31,18,12
71046,1351,93,88,96,92,63,36,25
71047,12203,842,793,866,830,574,329,226
71048,104,7,7,7,7,5,3,2
71049,3460,239,225,246,235,163,93,64
71051,2409,166,157,171,164,113,65,45
71052,10259,708,667,728,698,482,277,190
71055,20268,1398,1317,1439,1378,953,547,375
71060,3089,213,201,219,210,145,83,57
71061,1712,118,111,122,116,80,46,32
71063,748,52,49,53,51,35,20,14
71064,4096,283,266,291,279,193,111,76
71065,1232,85,80,87,84,58,33,23
71067,3297,227,214,234,224,155,89,61
71068,3627,250,236,258,247,170,98,67
71069,812,56,53,58,55,38,22,15
71070,1833,126,119,130,125,86,49,34
71071,2685,185,175,191,183,126,72,50
71072,1530,106,99,109,104,72,41,28
71073,2319,160,151,165,158,109,63,43
71075,6416,443,417,456,436,302,173,119
71078,5546,383,360,394,377,261,150,103
71079,272,19,18,19,18,13,7,5
71082,5119,353,333,363,348,241,138,95
71101,8197,566,533,582,557,385,221,152
71103,7813,539,508,555,531,367,211,145
71104,14802,1021,962,1051,1007,696,400,274
71105,21907,1512,1424,1555,1490,1030,591,405
71106,34814,2402,2263,2472,2367,1636,940,644
71107,33800,2332,2197,2400,2298,1589,913,625
71108,20388,1407,1325,1448,1386,958,550,377
71109,22154,1529,1440,1573,1506,1041,598,410
71110,2793,193,182,198,190,131,75,52
71111,38456,2653,2500,2730,2615,1807,1038,711
71112,31358,2164,2038,2226,2132,1474,847,580
71115,14506,1001,943,1030,986,682,392,268
71118,24761,1709,1609,1758,1684,1164,669,458
71119,11562,798,752,821,786,543,312,214
71129,13391,924,870,951,911,629,362,248
71201,20319,1402,1321,1443,1382,955,549,376
71202,29044,2004,1888,2062,1975,1365,784,537
71203,37105,2560,2412,2634,2523,1744,1002,686
71209,154,11,10,11,10,7,4,3
71219,1288,89,84,91,88,61,35,24
71220,23266,1605,1512,1652,1582,1094,628,430
71222,3481,240,226,247,237,164,94,64
71223,523,36,34,37,36,25,14,10
71225,7068,488,459,502,481,332,191,131
71226,1638,113,106,116,111,77,44,30
71227,3635,251,236,258,247,171,98,67
71229,1662,115,108,118,113,78,45,31
71232,6581,454,428,467,448,309,178,122
71233,305,21,20,22,21,14,8,6
71234,3992,275,259,283,271,188,108,74
71235,4280,295,278,304,291,201,116,79
71237,1578,109,103,112,107,74,43,29
71238,2807,194,182,199,191,132,76,52
71241,9982,689,649,709,679,469,270,185
71243,194,13,13,14,13,9,5,4
71245,4718,326,307,335,321,222,127,87
71247,1175,81,76,83,80,55,32,22
71250,220,15,14,16,15,10,6,4
71251,9051,625,588,643,615,425,244,167
71253,255,18,17,18,17,12,7,5
71254,6759,466,439,480,460,318,182,125
71256,688,47,45,49,47,32,19,13
71259,1697,117,110,120,115,80,46,31
71260,3177,219,207,226,216,149,86,59
71261,1684,116,109,120,115,79,45,31
71263,8275,571,538,588,563,389,223,153
71264,1045,72,68,74,71,49,28,19
71266,1699,117,110,121,116,80,46,31
71268,2819,195,183,200,192,132,76,52
71269,12757,880,829,906,867,600,344,236
71270,30887,2131,2008,2193,2100,1452,834,571
71272,1893,131,123,134,129,89,51,35
71275,2453,169,159,174,167,115,66,45
71276,289,20,19,21,20,14,8,5
71277,1758,121,114,125,120,83,47,33
71279,45,3,3,3,3,2,1,1
71280,3647,252,237,259,248,171,98,67
71282,11070,764,720,786,753,520,299,205
71286,615,42,40,44,42,29,17,11
71291,32644,2252,2122,2318,2220,1534,881,604
71292,21541,1486,1400,1529,1465,1012,582,399
71295,14343,990,932,1018,975,674,387,265
71301,22859,1577,1486,1623,1554,1074,617,423
71302,15049,1038,978,1068,1023,707,406,278
71303,21015,1450,1366,1492,1429,988,567,389
71316,37,3,2,3,3,2,1,1
71322,6969,481,453,495,474,328,188,129
71323,989,68,64,70,67,46,27,18
71325,1321,91,86,94,90,62,36,24
71326,1164,80,76,83,79,55,31,22
71327,5454,376,355,387,371,256,147,101
71328,7414,512,482,526,504,348,200,137
71331,1036,71,67,74,70,49,28,19
71333,666,46,43,47,45,31,18,12
71334,9839,679,640,699,669,462,266,182
71336,1650,114,107,117,112,78,45,31
71339,130,9,8,9,9,6,4,2
71340,1710,118,111,121,116,80,46,32
71341,3069,212,199,218,209,144,83,57
71342,7533,520,490,535,512,354,203,139
71343,7678,530,499,545,522,361,207,142
71345,69,5,4,5,5,3,2,1
71346,3040,210,198,216,207,143,82,56
71350,4124,285,268,293,280,194,111,76
71351,11502,794,748,817,782,541,311,213
71353,1664,115,108,118,113,78,45,31
71354,1699,117,110,121,116,80,46,31
71355,2764,191,180,196,188,130,75,51
71356,648,45,42,46,44,30,17,12
71357,2149,148,140,153,146,101,58,40
71358,1111,77,72,79,76,52,30,21
71360,35361,2440,2298,2511,2405,1662,955,654
71362,2169,150,141,154,147,102,59,40
71366,1974,136,128,140,134,93,53,37
71367,1278,88,83,91,87,60,35,24
71368,1459,101,95,104,99,69,39,27
71369,3222,222,209,229,219,151,87,60
71371,2151,148,140,153,146,101,58,40
71373,7358,508,478,522,500,346,199,136
71375,1129,78,73,80,77,53,30,21
71377,112,8,7,8,8,5,3,2
71378,2536,175,165,180,172,119,68,47
71401,117,8,8,8,8,5,3,2
71403,4584,316,298,325,312,215,124,85
71404,797,55,52,57,54,37,22,15
71405,5592,386,363,397,380,263,151,103
71406,216,15,14,15,15,10,6,4
71407,933,64,61,66,63,44,25,17
71409,6874,474,447,488,467,323,186,127
71410,124,9,8,9,8,6,3,2
71411,2875,198,187,204,196,135,78,53
71414,238,16,15,17,16,11,6,4
71416,842,58,55,60,57,40,23,16
71417,4932,340,321,350,335,232,133,91
71418,6295,434,409,447,428,296,170,116
71419,2444,169,159,174,166,115,66,45
71422,1542,106,100,109,105,72,42,29
71423,4538,313,295,322,309,213,123,84
71424,1225,85,80,87,83,58,33,23
71425,214,15,14,15,15,10,6,4
71426,229,16,15,16,16,11,6,4
71427,413,28,27,29,28,19,11,8
71429,3179,219,207,226,216,149,86,59
71430,2576,178,167,183,175,121,70,48
71432,1053,73,68,75,72,49,28,19
71433,4367,301,284,310,297,205,118,81
71435,3979,275,259,283,271,187,107,74
71438,1626,112,106,115,111,76,44,30
71439,1897,131,123,135,129,89,51,35
71441,618,43,40,44,42,29,17,11
71446,22762,1571,1480,1616,1548,1070,615,421
71447,1469,101,95,104,100,69,40,27
71449,9696,669,630,688,659,456,262,179
71450,1070,74,70,76,73,50,29,20
71452,57,4,4,4,4,3,2,1
71454,2527,174,164,179,172,119,68,47
71455,227,16,15,16,15,11,6,4
71456,1223,84,79,87,83,57,33,23
71457,27809,1919,1808,1974,1891,1307,751,514
71459,11902,821,774,845,809,559,321,220
71461,2577,178,168,183,175,121,70,48
71462,1432,99,93,102,97,67,39,26
71463,10801,745,702,767,734,508,292,200
71465,3139,217,204,223,213,148,85,58
71466,591,41,38,42,40,28,16,11
71467,7998,552,520,568,544,376,216,148
71468,868,60,56,62,59,41,23,16
71469,2792,193,181,198,190,131,75,52
71472,287,20,19,20,20,13,8,5
71473,495,34,32,35,34,23,13,9
71474,663,46,43,47,45,31,18,12
71479,738,51,48,52,50,35,20,14
71480,1324,91,86,94,90,62,36,24
71483,11294,779,734,802,768,531,305,209
71485,1804,124,117,128,123,85,49,33
71486,4940,341,321,351,336,232,133,91
71601,17327,1196,1126,1230,1178,814,468,321
71602,17982,1241,1169,1277,1223,845,486,333
71603,34343,2370,2232,2438,2335,1614,927,635
71630,405,28,26,29,28,19,11,7
71631,673,46,44,48,46,32,18,12
71635,12348,852,803,877,840,580,333,228
71638,3794,262,247,269,258,178,102,70
71639,6579,454,428,467,447,309,178,122
71640,3227,223,210,229,219,152,87,60
71642,648,45,42,46,44,30,17,12
71643,1109,77,72,79,75,52,30,21
71644,4264,294,277,303,290,200,115,79
71646,6756,466,439,480,459,318,182,125
71647,2111,146,137,150,144,99,57,39
71651,150,10,10,11,10,7,4,3
71652,1159,80,75,82,79,54,31,21
71653,5152,355,335,366,350,242,139,95
71654,4671,322,304,332,318,220,126,86
71655,15387,1062,1000,1092,1046,723,415,285
71658,728,50,47,52,50,34,20,13
71659,104,7,7,7,7,5,3,2
71660,963,66,63,68,65,45,26,18
71661,450,31,29,32,31,21,12,8
71662,82,6,5,6,6,4,2,2
71663,732,51,48,52,50,34,20,14
71665,6054,418,394,430,412,285,163,112
71666,79,5,5,6,5,4,2,1
71667,8267,570,537,587,562,389,223,153
71670,1403,97,91,100,95,66,38,26
71671,8665,598,563,615,589,407,234,160
71674,738,51,48,52,50,35,20,14
71675,1824,126,119,130,124,86,49,34
71676,684,47,44,49,47,32,18,13
71677,185,13,12,13,13,9,5,3
71701,20286,1400,1319,1440,1379,953,548,375
71711,106,7,7,8,7,5,3,2
71720,2498,172,162,177,170,117,67,46
71722,87,6,6,6,6,4,2,2
71724,431,30,28,31,29,20,12,8
71725,555,38,36,39,38,26,15,10
71726,1435,99,93,102,98,67,39,27
71730,32213,2223,2094,2287,2190,1514,870,596
71740,1735,120,113,123,118,82,47,32
71742,5980,413,389,425,407,281,161,111
71743,4090,282,266,290,278,192,110,76
71744,3224,222,210,229,219,152,87,60
71745,264,18,17,19,18,12,7,5
71747,1097,76,71,78,75,52,30,20
71749,2115,146,137,150,144,99,57,39
71749,480,33,31,34,33,23,13,9
71751,939,65,61,67,64,44,25,17
71752,1052,73,68,75,72,49,28,19
71753,16848,1163,1095,1196,1146,792,455,312
71758,450,31,29,32,31,21,12,8
71759,600,41,39,43,41,28,16,11
71762,2501,173,163,178,170,118,68,46
71763,1666,115,108,118,113,78,45,31
71764,1880,130,122,133,128,88,51,35
71765,2156,149,140,153,147,101,58,40
71766,670,46,44,48,46,31,18,12
71770,3526,243,229,250,240,166,95,65
71772,34,2,2,2,2,2,1,1
71801,16745,1155,1088,1189,1139,787,452,310
71820,103,7,7,7,7,5,3,2
71822,8925,616,580,634,607,419,241,165
71823,83,6,5,6,6,4,2,2
71825,645,45,42,46,44,30,17,12
71826,1315,91,85,93,89,62,36,24
71827,817,56,53,58,56,38,22,15
71832,11253,776,731,799,765,529,304,208
71833,2280,157,148,162,155,107,62,42
71834,1491,103,97,106,101,70,40,28
71835,1334,92,87,95,91,63,36,25
71836,2856,197,186,203,194,134,77,53
71837,5227,361,340,371,355,246,141,97
71838,1148,79,75,82,78,54,31,21
71839,280,19,18,20,19,13,8,5
71841,913,63,59,65,62,43,25,17
71842,2241,155,146,159,152,105,61,41
71845,2387,165,155,169,162,112,64,44
71846,2652,183,172,188,180,125,72,49
71847,673,46,44,48,46,32,18,12
71851,2241,155,146,159,152,105,61,41
71852,10102,697,657,717,687,475,273,187
71853,365,25,24,26,25,17,10,7
71854,36438,2514,2368,2587,2478,1713,984,674
71855,708,49,46,50,48,33,19,13
71857,5894,407,383,418,401,277,159,109
71858,1710,118,111,121,116,80,46,32
71859,477,33,31,34,32,22,13,9
71860,2633,182,171,187,179,124,71,49
71861,2258,156,147,160,154,106,61,42
71862,771,53,50,55,52,36,21,14
71865,194,13,13,14,13,9,5,4
71866,725,50,47,51,49,34,20,13
71901,29491,2035,1917,2094,2005,1386,796,546
71909,15508,1070,1008,1101,1055,729,419,287
71913,43436,2997,2823,3084,2954,2041,1173,804
71921,3652,252,237,259,248,172,99,68
71922,129,9,8,9,9,6,3,2
71923,15637,1079,1016,1110,1063,735,422,289
71929,4487,310,292,319,305,211,121,83
71933,1616,112,105,115,110,76,44,30
71935,808,56,53,57,55,38,22,15
71937,2026,140,132,144,138,95,55,37
71940,1652,114,107,117,112,78,45,31
71941,2098,145,136,149,143,99,57,39
71943,4821,333,313,342,328,227,130,89
71944,773,53,50,55,53,36,21,14
71945,1437,99,93,102,98,68,39,27
71949,1989,137,129,141,135,93,54,37
71950,875,60,57,62,60,41,24,16
71952,145,10,9,10,10,7,4,3
71953,14882,1027,967,1057,1012,699,402,275
71956,1882,130,122,134,128,88,51,35
71957,3133,216,204,222,213,147,85,58
71958,2525,174,164,179,172,119,68,47
71959,754,52,49,54,51,35,20,14
71960,1383,95,90,98,94,65,37,26
71961,1003,69,65,71,68,47,27,19
71962,792,55,51,56,54,37,21,15
71964,3926,271,255,279,267,185,106,73
71965,315,22,20,22,21,15,9,6
71968,4717,325,307,335,321,222,127,87
71969,376,26,24,27,26,18,10,7
71970,792,55,51,56,54,37,21,15
71971,513,35,33,36,35,24,14,9
71972,309,21,20,22,21,15,8,6
71973,1424,98,93,101,97,67,38,26
71998,321,22,21,23,22,15,9,6
71999,706,49,46,50,48,33,19,13
72001,566,39,37,40,38,27,15,10
72002,14134,975,919,1004,961,664,382,261
72003,746,51,48,53,51,35,20,14
72004,1311,90,85,93,89,62,35,24
72005,248,17,16,18,17,12,7,5
72006,2603,180,169,185,177,122,70,48
72007,6708,463,436,476,456,315,181,124
72010,6577,454,428,467,447,309,178,122
72011,4074,281,265,289,277,191,110,75
72012,11986,827,779,851,815,563,324,222
72013,2197,152,143,156,149,103,59,41
72014,60,4,4,4,4,3,2,1
72015,27307,1884,1775,1939,1857,1283,737,505
72016,3268,225,212,232,222,154,88,60
72017,726,50,47,52,49,34,20,13
72019,23346,1611,1517,1658,1588,1097,630,432
72020,4295,296,279,305,292,202,116,79
72021,4348,300,283,309,296,204,117,80
72022,14270,985,928,1013,970,671,385,264
72023,35026,2417,2277,2487,2382,1646,946,648
72024,3777,261,246,268,257,178,102,70
72025,847,58,55,60,58,40,23,16
72026,393,27,26,28,27,18,11,7
72027,1417,98,92,101,96,67,38,26
72029,1912,132,124,136,130,90,52,35
72030,705,49,46,50,48,33,19,13
72031,7683,530,499,545,522,361,207,142
72032,31436,2169,2043,2232,2138,1477,849,582
72034,44723,3086,2907,3175,3041,2102,1208,827
72035,1083,75,70,77,74,51,29,20
72036,817,56,53,58,56,38,22,15
72037,28,2,2,2,2,1,1,1
72038,74,5,5,5,5,3,2,1
72039,2131,147,139,151,145,100,58,39
72040,2867,198,186,204,195,135,77,53
72041,1457,101,95,103,99,68,39,27
72042,5161,356,335,366,351,243,139,95
72044,881,61,57,63,60,41,24,16
72045,1151,79,75,82,78,54,31,21
72046,4470,308,291,317,304,210,121,83
72047,969,67,63,69,66,46,26,18
72048,114,8,7,8,8,5,3,2
72051,622,43,40,44,42,29,17,12
72055,849,59,55,60,58,40,23,16
72057,1070,74,70,76,73,50,29,20
72058,15911,1098,1034,1130,1082,748,430,294
72059,37,3,2,3,3,2,1,1
72060,666,46,43,47,45,31,18,12
72061,250,17,16,18,17,12,7,5
72063,1683,116,109,119,114,79,45,31
72064,2451,169,159,174,167,115,66,45
72065,5207,359,338,370,354,245,141,96
72067,2726,188,177,194,185,128,74,50
72068,424,29,28,30,29,20,11,8
72069,1369,94,89,97,93,64,37,25
72070,1813,125,118,129,123,85,49,34
72072,544,38,35,39,37,26,15,10
72073,1139,79,74,81,77,54,31,21
72074,167,12,11,12,11,8,5,3
72076,37979,2621,2469,2697,2583,1785,1025,703
72079,786,54,51,56,53,37,21,15
72080,662,46,43,47,45,31,18,12
72081,7798,538,507,554,530,367,211,144
72082,1935,134,126,137,132,91,52,36
72083,237,16,15,17,16,11,6,4
72084,1229,85,80,87,84,58,33,23
72085,220,15,14,16,15,10,6,4
72086,10727,740,697,762,729,504,290,198
72087,2051,142,133,146,139,96,55,38
72088,2391,165,155,170,163,112,65,44
72099,616,43,40,44,42,29,17,11
72101,3378,233,220,240,230,159,91,62
72102,2873,198,187,204,195,135,78,53
72103,13078,902,850,929,889,615,353,242
72104,23354,1611,1518,1658,1588,1098,631,432
72106,5376,371,349,382,366,253,145,99
72107,339,23,22,24,23,16,9,6
72108,73,5,5,5,5,3,2,1
72110,11498,793,747,816,782,540,310,213
72111,1362,94,89,97,93,64,37,25
72112,11467,791,745,814,780,539,310,212
72113,21273,1468,1383,1510,1447,1000,574,394
72114,12658,873,823,899,861,595,342,234
72116,21431,1479,1393,1522,1457,1007,579,396
72117,12684,875,824,901,863,596,342,235
72118,22592,1559,1468,1604,1536,1062,610,418
72119,5,0,0,0,0,0,0,0
72120,31610,2181,2055,2244,2149,1486,853,585
72121,2704,187,176,192,184,127,73,50
72122,927,64,60,66,63,44,25,17
72123,450,31,29,32,31,21,12,8
72125,905,62,59,64,62,43,24,17
72126,3674,254,239,261,250,173,99,68
72127,2149,148,140,153,146,101,58,40
72128,814,56,53,58,55,38,22,15
72129,1409,97,92,100,96,66,38,26
72130,560,39,36,40,38,26,15,10
72131,4631,320,301,329,315,218,125,86
72132,3242,224,211,230,220,152,88,60
72134,315,22,20,22,21,15,9,6
72135,2623,181,170,186,178,123,71,49
72136,1772,122,115,126,120,83,48,33
72137,2555,176,166,181,174,120,69,47
72139,216,15,14,15,15,10,6,4
72140,305,21,20,22,21,14,8,6
72141,625,43,41,44,43,29,17,12
72142,2499,172,162,177,170,117,67,46
72143,35169,2427,2286,2497,2391,1653,950,651
72149,0,0,0,0,0,0,0,0
72150,12006,828,780,852,816,564,324,222
72152,429,30,28,30,29,20,12,8
72153,2572,177,167,183,175,121,69,48
72156,639,44,42,45,43,30,17,12
72157,1607,111,104,114,109,76,43,30
72160,10736,741,698,762,730,505,290,199
72165,111,8,7,8,8,5,3,2
72166,260,18,17,18,18,12,7,5
72167,1719,119,112,122,117,81,46,32
72168,1834,127,119,130,125,86,50,34
72169,203,14,13,14,14,10,5,4
72170,202,14,13,14,14,9,5,4
72173,9078,626,590,645,617,427,245,168
72175,354,24,23,25,24,17,10,7
72176,8141,562,529,578,554,383,220,151
72179,450,31,29,32,31,21,12,8
72181,62,4,4,4,4,3,2,1
72201,1024,71,67,73,70,48,28,19
72202,9978,688,649,708,679,469,269,185
72204,32505,2243,2113,2308,2210,1528,878,601
72205,23000,1587,1495,1633,1564,1081,621,426
72206,25624,1768,1666,1819,1742,1204,692,474
72207,10344,714,672,734,703,486,279,191
72209,32376,2234,2104,2299,2202,1522,874,599
72210,14258,984,927,1012,970,670,385,264
72211,21288,1469,1384,1511,1448,1001,575,394
72212,12705,877,826,902,864,597,343,235
72223,19890,1372,1293,1412,1353,935,537,368
72227,11462,791,745,814,779,539,309,212
72301,26069,1799,1694,1851,1773,1225,704,482
72311,135,9,9,10,9,6,4,2
72315,23966,1654,1558,1702,1630,1126,647,443
72320,1847,127,120,131,126,87,50,34
72321,154,11,10,11,10,7,4,3
72322,195,13,13,14,13,9,5,4
72324,1978,136,129,140,135,93,53,37
72325,43,3,3,3,3,2,1,1
72326,2267,156,147,161,154,107,61,42
72327,1732,120,113,123,118,81,47,32
